ID,ACC
Os01g0977600|mRNA|AK060263|CDS+3'UTR,Os01g0977600
Os01g0977600|mRNA|AK099871|5'UTR+CDS,Os01g0977600
Os01g0977600|mRNA|AK122066|CDS+3'UTR,Os01g0977600
Os01g0978000|mRNA|AK102326|CDS+3'UTR,Os01g0978000
Os01g0978000|mRNA|AK103874|CDS+3'UTR,Os01g0978000
Os01g0978100|mRNA|AK065007|CDS+3'UTR,Os01g0978100
Os01g0978100|mRNA|AK065652|CDS+3'UTR,Os01g0978100
Os01g0978100|mRNA|AK099217|CDS+3'UTR,Os01g0978100
Os01g0978100|mRNA|AK104704|CDS+3'UTR,Os01g0978100
Os01g0978100|mRNA|D21271|5'UTR+CDS,Os01g0978100
Os01g0978400|mRNA|AK062411|CDS+3'UTR,Os01g0978400
Os01g0978500|COMBINER|CI442710|x,Os01g0978500
Os02g0100100|mRNA|AK071514|CDS+3'UTR,Os02g0100100
Os02g0100200|mRNA|AK121311|CDS+3'UTR,Os02g0100200
Os02g0100300|mRNA|AK102264|CDS+3'UTR,Os02g0100300
Os02g0100600|mRNA|AK062483|CDS+3'UTR,Os02g0100600
Os02g0100700|mRNA|AK068943|CDS+3'UTR,Os02g0100700
Os02g0100700|mRNA|AK070106|CDS+3'UTR,Os02g0100700
Os02g0100800|mRNA|AK062555|CDS+3'UTR,Os02g0100800
Os02g0101000|mRNA|AK061115|CDS+3'UTR,Os02g0101000
Os02g0101000|mRNA|AK074023|CDS+3'UTR,Os02g0101000
Os02g0101100|mRNA|AK068038|CDS+3'UTR,Os02g0101100
Os02g0101300|mRNA|AK105715|CDS+3'UTR,Os02g0101300
Os02g0101400|mRNA|AK067036|CDS+3'UTR,Os02g0101400
Os02g0101500|mRNA|AK067642|CDS+3'UTR,Os02g0101500
Os02g0101500|mRNA|AK072105|CDS+3'UTR,Os02g0101500
Os02g0101600|COMBINER_EST|Os02g0101600|8,Os02g0101600
Os02g0101700|mRNA|AK072570|CDS,Os02g0101700
Os02g0101700|mRNA|AK105706|CDS+3'UTR,Os02g0101700
Os02g0101800|mRNA|AK102833|CDS+3'UTR,Os02g0101800
Os02g0101900|mRNA|AK106664|CDS+3'UTR,Os02g0101900
Os02g0102000|COMBINER_EST|CI096932|6,Os02g0102000
Os02g0102200|mRNA|AK060685|CDS+3'UTR,Os02g0102200
Os02g0102300|mRNA|AK067143|CDS+3'UTR,Os02g0102300
Os02g0102400|mRNA|AK059054|CDS+3'UTR,Os02g0102400
Os02g0102400|mRNA|AK122073|CDS+3'UTR,Os02g0102400
Os02g0102600|mRNA|AK060523|CDS+3'UTR,Os02g0102600
Os02g0102600|mRNA|AK103103|CDS+3'UTR,Os02g0102600
Os02g0102700|mRNA|AK061193|CDS+3'UTR,Os02g0102700
Os02g0102700|mRNA|AK061558|CDS+3'UTR,Os02g0102700
Os02g0102700|mRNA|AK103689|CDS+3'UTR,Os02g0102700
Os02g0102800|mRNA|AK070607|CDS+3'UTR,Os02g0102800
Os02g0102800|mRNA|AK070993|CDS+3'UTR,Os02g0102800
Os02g0102900|mRNA|AK070603|CDS+3'UTR,Os02g0102900
Os02g0102900|mRNA|AK101537|CDS+3'UTR,Os02g0102900
Os02g0103000|mRNA|AK110906|CDS+3'UTR,Os02g0103000
Os02g0103100|mRNA|AK071040|CDS+3'UTR,Os02g0103100
Os02g0103300|mRNA|AK069788|CDS+3'UTR,Os02g0103300
Os02g0103500|COMBINER_EST|Os02g0103500|8,Os02g0103500
Os02g0103600|mRNA|AK070945|CDS+3'UTR,Os02g0103600
Os02g0103700|mRNA|AK062502|CDS+3'UTR,Os02g0103700
Os02g0103700|mRNA|AK102186|CDS+3'UTR,Os02g0103700
Os02g0103800|mRNA|AK061774|CDS+3'UTR,Os02g0103800
Os02g0103800|mRNA|AK065309|CDS+3'UTR,Os02g0103800
Os02g0103800|mRNA|AK106213|CDS+3'UTR,Os02g0103800
Os02g0103900|mRNA|AK059499|CDS+3'UTR,Os02g0103900
Os02g0103900|mRNA|AK070601|CDS+3'UTR,Os02g0103900
Os02g0104000|COMBINER_EST|Os02g0104000|8,Os02g0104000
Os02g0104200|mRNA|AK060830|CDS+3'UTR,Os02g0104200
Os02g0104200|mRNA|AK121824|CDS+3'UTR,Os02g0104200
Os02g0104400|COMBINER_EST|CB645227|7,Os02g0104400
Os02g0104500|mRNA|AK120063|CDS+3'UTR,Os02g0104500
Os02g0104700|COMBINER_EST|CI215299|6,Os02g0104700
Os02g0104800|mRNA|AK070860|CDS+3'UTR,Os02g0104800
Os02g0105000|mRNA|AK060064|CDS+3'UTR,Os02g0105000
Os02g0105000|mRNA|AK103456|CDS+3'UTR,Os02g0105000
Os02g0105100|mRNA|AK106550|CDS+3'UTR,Os02g0105100
Os02g0105100|mRNA|AK122164|CDS+3'UTR,Os02g0105100
Os02g0105200|mRNA|AK063525|CDS+3'UTR,Os02g0105200
Os02g0105300|mRNA|AK106891|CDS+3'UTR,Os02g0105300
Os02g0105400|mRNA|AK103257|CDS+3'UTR,Os02g0105400
Os02g0105400|mRNA|AK105416|CDS+3'UTR,Os02g0105400
Os02g0105400|mRNA|D13817|CDS+3'UTR,Os02g0105400
Os02g0105500|mRNA|AK063929|CDS+3'UTR,Os02g0105500
Os02g0105500|mRNA|AK102953|CDS+3'UTR,Os02g0105500
Os02g0105500|mRNA|AK120505|5'UTR+CDS,Os02g0105500
Os02g0105600|COMBINER_EST|Os02g0105600|8,Os02g0105600
Os02g0105800|mRNA|AK102217|CDS+3'UTR,Os02g0105800
Os02g0105900|mRNA|AK061776|CDS+3'UTR,Os02g0105900
Os02g0105900|mRNA|AK102423|CDS+3'UTR,Os02g0105900
Os02g0105900|mRNA|AK103949|CDS+3'UTR,Os02g0105900
Os02g0105900|mRNA|D21302|CDS,Os02g0105900
Os02g0105900|mRNA|D25237|5'UTR+CDS,Os02g0105900
Os02g0105900|mRNA|Y15009|CDS+3'UTR,Os02g0105900
Os02g0106000|COMBINER_EST|Os02g0106000|8,Os02g0106000
Os02g0106100|mRNA|AK072245|CDS+3'UTR,Os02g0106100
Os02g0106300|mRNA|AK110347|CDS+3'UTR,Os02g0106300
Os02g0106500|COMBINER|CI139190|6,Os02g0106500
Os02g0106600|mRNA|AK107830|CDS+3'UTR,Os02g0106600
Os02g0106700|mRNA|AK073056|CDS+3'UTR,Os02g0106700
Os02g0106800|mRNA|AK060675|CDS+3'UTR,Os02g0106800
Os02g0106900|mRNA|AK099892|CDS+3'UTR,Os02g0106900
Os02g0107000|mRNA|AK059539|CDS+3'UTR,Os02g0107000
Os02g0107200|COMBINER_EST|Os02g0107200|8,Os02g0107200
Os02g0107300|mRNA|AK060506|CDS+3'UTR,Os02g0107300
Os02g0107400|COMBINER|CI260115|6,Os02g0107400
Os02g0107600|mRNA|AK067983|CDS+3'UTR,Os02g0107600
Os02g0107600|mRNA|AK102128|CDS+3'UTR,Os02g0107600
Os02g0107800|COMBINER|CI260939|6,Os02g0107800
Os02g0108000|mRNA|AK065886|CDS+3'UTR,Os02g0108000
Os02g0108100|mRNA|AK106287|CDS+3'UTR,Os02g0108100
Os02g0108400|COMBINER_EST|CI056786|0,Os02g0108400
Os02g0108500|mRNA|AK063089|CDS+3'UTR,Os02g0108500
Os02g0108600|COMBINER|CI038401|6,Os02g0108600
Os02g0108700|COMBINER_EST|Os02g0108700|8,Os02g0108700
Os02g0108800|mRNA|AK099951|CDS+3'UTR,Os02g0108800
Os02g0108900|COMBINER|CI206048|6,Os02g0108900
Os02g0109100|COMBINER_EST|AU197267|7,Os02g0109100
Os02g0109200|mRNA|AK108815|CDS+3'UTR,Os02g0109200
Os02g0109200|mRNA|AK120727|CDS+3'UTR,Os02g0109200
Os02g0109300|COMBINER|CI136254|6,Os02g0109300
Os02g0109400|COMBINER_EST|Os02g0109400|8,Os02g0109400
Os02g0109800|mRNA|AB110187|CDS+3'UTR,Os02g0109800
Os02g0109800|mRNA|AK069014|CDS+3'UTR,Os02g0109800
Os02g0109900|COMBINER_EST|Os02g0109900|8,Os02g0109900
Os02g0110000|mRNA|AK106946|CDS+3'UTR,Os02g0110000
Os02g0110200|mRNA|AK100012|CDS+3'UTR,Os02g0110200
Os02g0110200|mRNA|AK105694|CDS+3'UTR,Os02g0110200
Os02g0110400|mRNA|AK073200|CDS+3'UTR,Os02g0110400
Os02g0110500|mRNA|AK063061|CDS+3'UTR,Os02g0110500
Os02g0110600|mRNA|AK061840|CDS+3'UTR,Os02g0110600
Os02g0110600|mRNA|AK069727|CDS+3'UTR,Os02g0110600
Os02g0110600|mRNA|AK099755|CDS+3'UTR,Os02g0110600
Os02g0110700|mRNA|AK058383|CDS+3'UTR,Os02g0110700
Os02g0110700|mRNA|AK061065|CDS+3'UTR,Os02g0110700
Os02g0111400|COMBINER_EST|CI487804|3,Os02g0111400
Os02g0111500|mRNA|AK119503|UTR,Os02g0111500
Os02g0111600|mRNA|AK100387|CDS+3'UTR,Os02g0111600
Os02g0111700|mRNA|AK058280|CDS+3'UTR,Os02g0111700
Os02g0111800|mRNA|AK110271|CDS+3'UTR,Os02g0111800
Os02g0111800|mRNA|AK111191|5'UTR+CDS,Os02g0111800
Os02g0111900|mRNA|AK119353|CDS+3'UTR,Os02g0111900
Os02g0112000|COMBINER|CI424024|6,Os02g0112000
Os02g0112000|COMBINER|CI424024|x,Os02g0112000
Os02g0112100|mRNA|AB008519|CDS+3'UTR,Os02g0112100
Os02g0112600|mRNA|AK109733|CDS+3'UTR,Os02g0112600
Os02g0112900|mRNA|AF324485|CDS+3'UTR,Os02g0112900
Os02g0113200|COMBINER_EST|Os02g0113200|8,Os02g0113200
Os02g0113300|COMBINER_EST|CI041599|1,Os02g0113300
Os02g0113400|mRNA|AK069550|CDS+3'UTR,Os02g0113400
Os02g0113800|mRNA|AK072590|CDS+3'UTR,Os02g0113800
Os02g0113900|COMBINER|CI180209|6,Os02g0113900
Os02g0114000|COMBINER_EST|CI138884|6,Os02g0114000
Os02g0114100|mRNA|AK106679|CDS+3'UTR,Os02g0114100
Os02g0114200|mRNA|AK061078|CDS+3'UTR,Os02g0114200
Os02g0114200|mRNA|AK073508|CDS+3'UTR,Os02g0114200
Os02g0114200|mRNA|AK103982|CDS+3'UTR,Os02g0114200
Os02g0114400|COMBINER_EST|CI138049|6,Os02g0114400
Os02g0114600|mRNA|AK062579|CDS+3'UTR,Os02g0114600
Os02g0114600|mRNA|AK073957|CDS+3'UTR,Os02g0114600
Os02g0114700|mRNA|AK102050|CDS+3'UTR,Os02g0114700
Os02g0114800|COMBINER_EST|Os02g0114800|8,Os02g0114800
Os02g0115600|mRNA|AK067366|CDS+3'UTR,Os02g0115600
Os02g0115600|mRNA|AK105772|CDS+3'UTR,Os02g0115600
Os02g0115700|mRNA|AK061923|CDS+3'UTR,Os02g0115700
Os02g0115700|mRNA|AK065094|CDS+3'UTR,Os02g0115700
Os02g0115700|mRNA|AK071061|CDS+3'UTR,Os02g0115700
Os02g0115700|mRNA|AK099231|CDS+3'UTR,Os02g0115700
Os02g0115700|mRNA|AK099923|CDS+3'UTR,Os02g0115700
Os02g0115700|mRNA|X61626|CDS+3'UTR,Os02g0115700
Os02g0115800|COMBINER_EST|CB635777|7,Os02g0115800
Os02g0115900|mRNA|AF006825|CDS+3'UTR,Os02g0115900
Os02g0115900|mRNA|AK065743|CDS+3'UTR,Os02g0115900
Os02g0115900|mRNA|AK066006|CDS+3'UTR,Os02g0115900
Os02g0115900|mRNA|AK119653|CDS+3'UTR,Os02g0115900
Os02g0116000|mRNA|AK100473|CDS+3'UTR,Os02g0116000
Os02g0116100|COMBINER|CI447396|6,Os02g0116100
Os02g0116300|mRNA|AK070691|CDS+3'UTR,Os02g0116300
Os02g0116300|mRNA|AK100087|CDS+3'UTR,Os02g0116300
Os02g0116400|mRNA|AK072347|CDS+3'UTR,Os02g0116400
Os02g0116500|mRNA|AF093628|CDS+3'UTR,Os02g0116500
Os02g0116600|mRNA|AK060881|CDS+3'UTR,Os02g0116600
Os02g0116600|mRNA|AK103434|CDS+3'UTR,Os02g0116600
Os02g0116600|mRNA|AK104188|CDS+3'UTR,Os02g0116600
Os02g0116700|mRNA|AK109928|CDS+3'UTR,Os02g0116700
Os02g0116800|mRNA|AK102604|CDS+3'UTR,Os02g0116800
Os02g0116900|mRNA|AK121401|CDS+3'UTR,Os02g0116900
Os02g0117100|mRNA|AK064929|CDS+3'UTR,Os02g0117100
Os02g0117200|COMBINER_EST|CI387537|0,Os02g0117200
Os02g0117400|mRNA|AK061815|CDS+3'UTR,Os02g0117400
Os02g0117400|mRNA|AK102022|CDS+3'UTR,Os02g0117400
Os02g0117500|mRNA|AK068706|CDS+3'UTR,Os02g0117500
Os02g0117600|mRNA|AK104162|CDS+3'UTR,Os02g0117600
Os02g0117600|mRNA|AK111582|CDS+3'UTR,Os02g0117600
Os02g0117600|mRNA|AK112015|CDS+3'UTR,Os02g0117600
Os02g0117700|mRNA|AF249880|CDS+3'UTR,Os02g0117700
Os02g0117700|mRNA|AK071248|CDS+3'UTR,Os02g0117700
Os02g0117800|mRNA|AK063557|CDS+3'UTR,Os02g0117800
Os02g0117900|mRNA|AK069109|CDS+3'UTR,Os02g0117900
Os02g0118000|mRNA|AK068524|CDS+3'UTR,Os02g0118000
Os02g0118200|mRNA|AK111716|CDS+3'UTR,Os02g0118200
Os02g0118300|COMBINER|CI046962|6,Os02g0118300
Os02g0118400|mRNA|AK064002|CDS+3'UTR,Os02g0118400
Os02g0118400|mRNA|AK101004|CDS+3'UTR,Os02g0118400
Os02g0118800|COMBINER_EST|Os02g0118800|8,Os02g0118800
Os02g0118900|COMBINER_EST|Os02g0118900|8,Os02g0118900
Os02g0119000|COMBINER_EST|Os02g0119000|8,Os02g0119000
Os02g0119100|mRNA|AK060693|CDS+3'UTR,Os02g0119100
Os02g0119200|mRNA|AK070181|CDS+3'UTR,Os02g0119200
Os02g0119300|mRNA|AK065427|CDS+3'UTR,Os02g0119300
Os02g0119400|mRNA|AK060055|CDS+3'UTR,Os02g0119400
Os02g0119400|mRNA|AK102774|CDS+3'UTR,Os02g0119400
Os02g0119600|mRNA|AK107964|CDS+3'UTR,Os02g0119600
Os02g0119700|mRNA|AK108777|CDS+3'UTR,Os02g0119700
Os02g0119800|mRNA|AK059405|CDS+3'UTR,Os02g0119800
Os02g0119800|mRNA|AK068133|CDS+3'UTR,Os02g0119800
Os02g0119800|mRNA|AK099224|CDS+3'UTR,Os02g0119800
Os02g0120000|mRNA|AK067383|CDS+3'UTR,Os02g0120000
Os02g0120000|mRNA|AK101590|CDS+3'UTR,Os02g0120000
Os02g0120100|mRNA|AK060220|CDS+3'UTR,Os02g0120100
Os02g0120100|mRNA|AK103704|CDS+3'UTR,Os02g0120100
Os02g0120200|mRNA|AK110433|CDS+3'UTR,Os02g0120200
Os02g0120300|mRNA|AK066100|CDS+3'UTR,Os02g0120300
Os02g0120400|mRNA|AK110518|CDS+3'UTR,Os02g0120400
Os02g0120500|mRNA|AK106761|CDS+3'UTR,Os02g0120500
Os02g0120500|mRNA|AK119580|CDS+3'UTR,Os02g0120500
Os02g0120600|mRNA|AK120237|CDS+3'UTR,Os02g0120600
Os02g0120800|mRNA|AF250327|CDS+3'UTR,Os02g0120800
Os02g0120800|mRNA|AK069443|CDS+3'UTR,Os02g0120800
Os02g0120800|mRNA|AK100842|CDS+3'UTR,Os02g0120800
Os02g0120900|COMBINER_EST|CI218863|6,Os02g0120900
Os02g0121000|mRNA|AK099931|CDS+3'UTR,Os02g0121000
Os02g0121100|mRNA|AK070711|CDS+3'UTR,Os02g0121100
Os02g0121100|mRNA|AK119758|CDS+3'UTR,Os02g0121100
Os02g0121200|mRNA|AK070123|CDS+3'UTR,Os02g0121200
Os02g0121200|mRNA|AK121751|CDS+3'UTR,Os02g0121200
Os02g0121300|mRNA|AF263543|CDS+3'UTR,Os02g0121300
Os02g0121300|mRNA|AF263544|CDS+3'UTR,Os02g0121300
Os02g0121300|mRNA|AK061894|CDS+3'UTR,Os02g0121300
Os02g0121300|mRNA|AK098919|CDS+3'UTR,Os02g0121300
Os02g0121300|mRNA|D17773|5'UTR+CDS,Os02g0121300
Os02g0121300|mRNA|D29701|CDS+3'UTR,Os02g0121300
Os02g0121300|mRNA|L29470|CDS+3'UTR,Os02g0121300
Os02g0121500|mRNA|AK065791|CDS+3'UTR,Os02g0121500
Os02g0121600|mRNA|AK105698|CDS+3'UTR,Os02g0121600
Os02g0121700|mRNA|AK110925|CDS+3'UTR,Os02g0121700
Os02g0121800|mRNA|AK103260|CDS+3'UTR,Os02g0121800
Os02g0121900|mRNA|AK109567|CDS+3'UTR,Os02g0121900
Os02g0122000|mRNA|AK121653|CDS+3'UTR,Os02g0122000
Os02g0122200|COMBINER_EST|CI045671|0,Os02g0122200
Os02g0122300|mRNA|AB118008|5'UTR+CDS,Os02g0122300
Os02g0122300|mRNA|AK073059|CDS+3'UTR,Os02g0122300
Os02g0122300|mRNA|AK106553|CDS+3'UTR,Os02g0122300
Os02g0122400|COMBINER_EST|CI554763|0,Os02g0122400
Os02g0122500|COMBINER_EST|CI020434|6,Os02g0122500
Os02g0122600|COMBINER_EST|AU184851|6,Os02g0122600
Os02g0122800|mRNA|AK062255|CDS+3'UTR,Os02g0122800
Os02g0122800|mRNA|AK065148|CDS+3'UTR,Os02g0122800
Os02g0122800|mRNA|AK121372|CDS+3'UTR,Os02g0122800
Os02g0122900|mRNA|AK073966|5'UTR+CDS,Os02g0122900
Os02g0123100|mRNA|AK063438|CDS+3'UTR,Os02g0123100
Os02g0123100|mRNA|AK064363|CDS+3'UTR,Os02g0123100
Os02g0123100|mRNA|AK101344|CDS+3'UTR,Os02g0123100
Os02g0123100|mRNA|X60375|CDS+3'UTR,Os02g0123100
Os02g0123200|mRNA|AK065876|CDS+3'UTR,Os02g0123200
Os02g0123300|COMBINER_EST|Os02g0123300|8,Os02g0123300
Os02g0123400|COMBINER_EST|CI448773|3,Os02g0123400
Os02g0123500|mRNA|AK070168|CDS+3'UTR,Os02g0123500
Os02g0123500|mRNA|AK104885|CDS+3'UTR,Os02g0123500
Os02g0123600|mRNA|AK072529|CDS+3'UTR,Os02g0123600
Os02g0123600|mRNA|AK104814|CDS+3'UTR,Os02g0123600
Os02g0123700|mRNA|AK106726|CDS+3'UTR,Os02g0123700
Os02g0123800|COMBINER|CI424385|3,Os02g0123800
Os02g0123800|COMBINER|CI424385|x,Os02g0123800
Os02g0124000|COMBINER|CI260116|6,Os02g0124000
Os02g0124400|mRNA|AK108718|CDS+3'UTR,Os02g0124400
Os02g0124600|COMBINER_EST|C99380|6,Os02g0124600
Os02g0124700|mRNA|AK064457|CDS+3'UTR,Os02g0124700
Os02g0124800|mRNA|AK058547|CDS+3'UTR,Os02g0124800
Os02g0125000|mRNA|AK062350|UTR,Os02g0125000
Os02g0125000|mRNA|AK105873|CDS+3'UTR,Os02g0125000
Os02g0125100|mRNA|AK101889|CDS+3'UTR,Os02g0125100
Os02g0125200|COMBINER_EST|CI261093|6,Os02g0125200
Os02g0125300|mRNA|AB025926|CDS+3'UTR,Os02g0125300
Os02g0125300|mRNA|AK061564|CDS+3'UTR,Os02g0125300
Os02g0125300|mRNA|AK061953|CDS+3'UTR,Os02g0125300
Os02g0125300|mRNA|AK101060|CDS+3'UTR,Os02g0125300
Os02g0125400|COMBINER_EST|CI410286|6,Os02g0125400
Os02g0125700|mRNA|AK071006|CDS+3'UTR,Os02g0125700
Os02g0125700|mRNA|AK101502|CDS+3'UTR,Os02g0125700
Os02g0125800|mRNA|AK121932|CDS+3'UTR,Os02g0125800
Os02g0125900|COMBINER|CI139190|6,Os02g0125900
Os02g0126000|mRNA|AK107514|CDS+3'UTR,Os02g0126000
Os02g0126300|mRNA|AK070676|CDS+3'UTR,Os02g0126300
Os02g0126400|mRNA|AF194413|CDS+3'UTR,Os02g0126400
Os02g0126400|mRNA|AK060738|CDS+3'UTR,Os02g0126400
Os02g0126400|mRNA|AK067146|CDS+3'UTR,Os02g0126400
Os02g0126500|mRNA|AK103476|CDS+3'UTR,Os02g0126500
Os02g0126600|mRNA|AK063220|CDS+3'UTR,Os02g0126600
Os02g0126700|mRNA|AK063621|CDS+3'UTR,Os02g0126700
Os02g0126800|mRNA|AK071820|CDS+3'UTR,Os02g0126800
Os02g0126900|COMBINER_EST|Os02g0126900|8,Os02g0126900
Os02g0127000|mRNA|AK102416|CDS+3'UTR,Os02g0127000
Os02g0127000|mRNA|AK105450|CDS+3'UTR,Os02g0127000
Os02g0127100|COMBINER_EST|AU172673|6,Os02g0127100
Os02g0127200|COMBINER_EST|CI171805|6,Os02g0127200
Os02g0127300|mRNA|AK107837|UTR,Os02g0127300
Os02g0127400|mRNA|AK109576|CDS+3'UTR,Os02g0127400
Os02g0127500|mRNA|AK120793|CDS+3'UTR,Os02g0127500
Os02g0127600|COMBINER_EST|Os02g0127600|8,Os02g0127600
Os02g0127700|mRNA|AK060422|CDS+3'UTR,Os02g0127700
Os02g0127700|mRNA|AK072096|CDS+3'UTR,Os02g0127700
Os02g0127700|mRNA|AK099092|CDS+3'UTR,Os02g0127700
Os02g0127800|mRNA|AK073018|CDS+3'UTR,Os02g0127800
Os02g0127900|mRNA|AK102783|CDS+3'UTR,Os02g0127900
Os02g0128000|COMBINER_EST|Os02g0128000|8,Os02g0128000
Os02g0128100|COMBINER_EST|CI275281|6,Os02g0128100
Os02g0128200|mRNA|AK111901|CDS+3'UTR,Os02g0128200
Os02g0128200|mRNA|AK112009|CDS+3'UTR,Os02g0128200
Os02g0128300|mRNA|AK101453|CDS+3'UTR,Os02g0128300
Os02g0128400|mRNA|AK064322|CDS+3'UTR,Os02g0128400
Os02g0128500|COMBINER_EST|Os02g0128500|8,Os02g0128500
Os02g0128600|mRNA|AK059865|CDS+3'UTR,Os02g0128600
Os02g0128600|mRNA|AK103009|CDS+3'UTR,Os02g0128600
Os02g0128800|mRNA|AK104468|CDS+3'UTR,Os02g0128800
Os02g0128800|mRNA|AK111795|CDS+3'UTR,Os02g0128800
Os02g0128800|mRNA|AK111954|CDS+3'UTR,Os02g0128800
Os02g0128800|mRNA|AK119901|CDS+3'UTR,Os02g0128800
Os02g0129000|COMBINER_EST|CI119300|6,Os02g0129000
Os02g0129100|COMBINER_EST|Os02g0129100|8,Os02g0129100
Os02g0129300|mRNA|AK065700|CDS+3'UTR,Os02g0129300
Os02g0129600|mRNA|AK120049|CDS+3'UTR,Os02g0129600
Os02g0129700|mRNA|AK063802|UTR,Os02g0129700
Os02g0129700|mRNA|AK065610|CDS+3'UTR,Os02g0129700
Os02g0129800|mRNA|AK109213|CDS+3'UTR,Os02g0129800
Os02g0129900|COMBINER_EST|CI277253|6,Os02g0129900
Os02g0130000|mRNA|AK106464|CDS+3'UTR,Os02g0130000
Os02g0130000|mRNA|AY224487|5'UTR+CDS,Os02g0130000
Os02g0130100|mRNA|AK121866|CDS+3'UTR,Os02g0130100
Os02g0130200|mRNA|AK106802|CDS+3'UTR,Os02g0130200
Os02g0130300|mRNA|AK058789|CDS+3'UTR,Os02g0130300
Os02g0130300|mRNA|AK102708|CDS+3'UTR,Os02g0130300
Os02g0130300|mRNA|AK106339|CDS+3'UTR,Os02g0130300
Os02g0130600|mRNA|AK120974|CDS+3'UTR,Os02g0130600
Os02g0130900|mRNA|AK102856|CDS+3'UTR,Os02g0130900
Os02g0131000|mRNA|AK062905|CDS+3'UTR,Os02g0131000
Os02g0131100|mRNA|AF358772|CDS+3'UTR,Os02g0131100
Os02g0131100|mRNA|AK060381|CDS+3'UTR,Os02g0131100
Os02g0131100|mRNA|AK105854|UTR,Os02g0131100
Os02g0131200|mRNA|AK069931|CDS+3'UTR,Os02g0131200
Os02g0131300|mRNA|AK061919|UTR,Os02g0131300
Os02g0131300|mRNA|AK066913|CDS+3'UTR,Os02g0131300
Os02g0131400|COMBINER_EST|CI189899|6,Os02g0131400
Os02g0131600|COMBINER_EST|CI028540|0,Os02g0131600
Os02g0131700|COMBINER_EST|CI070853|6,Os02g0131700
Os02g0131800|mRNA|AK102180|CDS+3'UTR,Os02g0131800
Os02g0132100|COMBINER_EST|Os02g0132100|8,Os02g0132100
Os02g0132200|COMBINER_EST|CI045103|6,Os02g0132200
Os02g0132300|mRNA|AK070078|CDS+3'UTR,Os02g0132300
Os02g0132300|mRNA|AK103414|CDS+3'UTR,Os02g0132300
Os02g0132300|mRNA|AK106973|CDS+3'UTR,Os02g0132300
Os02g0132500|mRNA|AK070887|CDS+3'UTR,Os02g0132500
Os02g0132600|mRNA|AK063912|CDS+3'UTR,Os02g0132600
Os02g0132600|mRNA|AK073010|CDS+3'UTR,Os02g0132600
Os02g0133000|COMBINER_EST|CI073659|0,Os02g0133000
Os02g0133100|mRNA|AK060180|CDS+3'UTR,Os02g0133100
Os02g0133200|mRNA|AK072646|CDS+3'UTR,Os02g0133200
Os02g0133200|mRNA|AK100898|CDS+3'UTR,Os02g0133200
Os02g0133300|mRNA|AJ535211|5'UTR+CDS,Os02g0133300
Os02g0133300|mRNA|AK105135|CDS+3'UTR,Os02g0133300
Os02g0133400|COMBINER_EST|Os02g0133400|8,Os02g0133400
Os02g0133500|COMBINER_EST|Os02g0133500|8,Os02g0133500
Os02g0133600|COMBINER_EST|Os02g0133600|8,Os02g0133600
Os02g0133700|COMBINER_EST|Os02g0133700|8,Os02g0133700
Os02g0133800|mRNA|AK059589|CDS+3'UTR,Os02g0133800
Os02g0133800|mRNA|AK103646|CDS+3'UTR,Os02g0133800
Os02g0133800|mRNA|AK109376|CDS+3'UTR,Os02g0133800
Os02g0133800|mRNA|D37886|CDS+3'UTR,Os02g0133800
Os02g0133900|mRNA|AK107180|CDS+3'UTR,Os02g0133900
Os02g0134000|COMBINER|CI247489|6,Os02g0134000
Os02g0134100|mRNA|AK069055|UTR,Os02g0134100
Os02g0134200|mRNA|AK108331|CDS+3'UTR,Os02g0134200
Os02g0134300|mRNA|AK120292|CDS+3'UTR,Os02g0134300
Os02g0134400|mRNA|AK072394|CDS+3'UTR,Os02g0134400
Os02g0134500|mRNA|AK108836|CDS+3'UTR,Os02g0134500
Os02g0135000|mRNA|AK069693|CDS+3'UTR,Os02g0135000
Os02g0135200|mRNA|AF194416|CDS+3'UTR,Os02g0135200
Os02g0135200|mRNA|AY524973|CDS+3'UTR,Os02g0135200
Os02g0135200|mRNA|AY588939|CDS+3'UTR,Os02g0135200
Os02g0135300|COMBINER_EST|CI089131|6,Os02g0135300
Os02g0135500|mRNA|AF264730|CDS+3'UTR,Os02g0135500
Os02g0135500|mRNA|AK065605|CDS+3'UTR,Os02g0135500
Os02g0135500|mRNA|AK119583|CDS+3'UTR,Os02g0135500
Os02g0135600|mRNA|AK069843|CDS+3'UTR,Os02g0135600
Os02g0135700|mRNA|AK059533|CDS+3'UTR,Os02g0135700
Os02g0135700|mRNA|AK100570|CDS+3'UTR,Os02g0135700
Os02g0135800|mRNA|AB055156|CDS+3'UTR,Os02g0135800
Os02g0135800|mRNA|AK111559|CDS+3'UTR,Os02g0135800
Os02g0135800|mRNA|AK111732|CDS+3'UTR,Os02g0135800
Os02g0135800|mRNA|AK112028|CDS+3'UTR,Os02g0135800
Os02g0135900|mRNA|AK072017|CDS+3'UTR,Os02g0135900
Os02g0135900|mRNA|AK103955|CDS+3'UTR,Os02g0135900
Os02g0136000|COMBINER_EST|CI549716|3,Os02g0136000
Os02g0136400|COMBINER_EST|CB638965|7,Os02g0136400
Os02g0136800|mRNA|AK070727|CDS+3'UTR,Os02g0136800
Os02g0136800|mRNA|AK103485|CDS+3'UTR,Os02g0136800
Os02g0136900|mRNA|AK111638|CDS+3'UTR,Os02g0136900
Os02g0137000|mRNA|AK111719|CDS+3'UTR,Os02g0137000
